tracker_id,stamp_ns,elapsed_s,x_m,y_m,z_m,qw,qx,qy,qz
2,1773181740119023788,8.21096136,1.83491943359375,0.46434375,-2.629481201171875,-0.39853665232658386,-0.003630995750427246,-0.9171391725540161,0.0033301115036010742
2,1773181740215082894,8.307020466,1.8340941162109374,0.465718505859375,-2.6290141601562502,-0.4000050127506256,0.004360780119895935,-0.9164966344833374,0.003329336643218994
2,1773181740311894788,8.40383236,1.835834228515625,0.4625947265625,-2.6322041015625,-0.4049926996231079,0.0070863813161849976,-0.9142744541168213,-0.005752116441726685
2,1773181740409141290,8.501078862,1.834659423828125,0.46330957031250003,-2.62928369140625,-0.39880508184432983,-0.0046179890632629395,-0.9170234799385071,0.0010731220245361328
2,1773181740506746856,8.598684428,1.835277099609375,0.464545166015625,-2.632131103515625,-0.3977014720439911,0.005472913384437561,-0.9174857139587402,0.00485837459564209
2,1773181740601623691,8.693561263,1.834841064453125,0.463056640625,-2.633258056640625,-0.39437752962112427,0.0014944374561309814,-0.9189020395278931,0.009133070707321167
2,1773181740698069551,8.790007123,1.83316015625,0.46601171875,-2.6264748535156253,-0.4016568064689636,0.00521455705165863,-0.9157739877700806,-0.0016406476497650146
2,1773181740795531831,8.887469403,1.83276904296875,0.464592041015625,-2.626329345703125,-0.3998444676399231,-0.004848778247833252,-0.916570246219635,0.0001398324966430664
2,1773181740892422094,8.984359666,1.8289227294921875,0.469275146484375,-2.62528369140625,-0.41032347083091736,0.02117563784122467,-0.9116889238357544,-0.003087759017944336
2,1773181740988641580,9.080579152,1.8352613525390626,0.46523657226562504,-2.6352216796875,-0.40011316537857056,-0.001811191439628601,-0.9161597490310669,0.023614555597305298
2,1773181741085327279,9.177264851,1.8332165527343751,0.46569482421875,-2.627583740234375,-0.40195268392562866,0.007268950343132019,-0.9156315326690674,0.00040730834007263184
2,1773181741182084044,9.274021616,1.8327741699218751,0.46614282226562503,-2.625392333984375,-0.40277475118637085,0.006541728973388672,-0.9152745008468628,-0.0015569031238555908
2,1773181741278139308,9.37007688,1.8349686279296875,0.46342041015625,-2.631709228515625,-0.40081387758255005,0.004494786262512207,-0.9161444902420044,0.0027351975440979004
2,1773181741374721142,9.466658714,1.8334393310546875,0.464416015625,-2.629626953125,-0.4036388397216797,0.0013895928859710693,-0.9149119853973389,0.0031554698944091797
2,1773181741471016534,9.562954106,1.831705810546875,0.46649023437500003,-2.6247070312500003,-0.40504392981529236,0.0013087838888168335,-0.9142798185348511,0.005507767200469971
2,1773181741567694040,9.659631612,1.8335814208984376,0.464053955078125,-2.629919189453125,-0.4018414318561554,-0.002276986837387085,-0.9156768321990967,0.00737762451171875
2,1773181741664683754,9.756621326,1.8382978515625001,0.459851806640625,-2.631642333984375,-0.3868418037891388,-0.01657409965991974,-0.9219858646392822,0.004576325416564941
2,1773181741762009953,9.853947525,1.837661865234375,0.46084423828125,-2.635015869140625,-0.38811254501342773,-0.012217998504638672,-0.921500563621521,0.007496654987335205
2,1773181741858116805,9.950054377,1.83294921875,0.46657275390625,-2.6267265625,-0.40383532643318176,0.0036012977361679077,-0.9148170351982117,0.0037526190280914307
2,1773181741954888185,10.046825757,1.834712646484375,0.463259521484375,-2.6323017578125,-0.4079698622226715,0.011767745018005371,-0.9129067063331604,-0.004851251840591431
2,1773181742052877058,10.14481463,1.839486083984375,0.45850390625,-2.633716796875,-0.38342970609664917,-0.031876444816589355,-0.9229624271392822,0.01029178500175476
2,1773181742147765743,10.239703315,1.834214111328125,0.4654697265625,-2.628469482421875,-0.3988600969314575,0.002983197569847107,-0.9170022010803223,0.002962857484817505
2,1773181742244829956,10.336767528,1.8372152099609376,0.46063671875,-2.631572998046875,-0.3884521722793579,-0.01920171082019806,-0.9212278127670288,0.008689671754837036
2,1773181742340630366,10.432567938,1.8330106201171876,0.4655078125,-2.626188232421875,-0.4039163291454315,0.003782123327255249,-0.9147859811782837,-0.002011239528656006
2,1773181742437296304,10.529233876,1.835859130859375,0.46213110351562503,-2.632498779296875,-0.390934020280838,-0.01427564024925232,-0.9202346801757812,0.01162216067314148
2,1773181742534807152,10.626744724,1.8342025146484375,0.464801025390625,-2.62666552734375,-0.39958977699279785,-0.0010967254638671875,-0.9166927337646484,-0.0011582374572753906
2,1773181742631329559,10.723267131,1.8345274658203126,0.466177001953125,-2.6301325683593753,-0.40483176708221436,-0.003161817789077759,-0.9142543077468872,0.015507519245147705
2,1773181742727405820,10.819343392,1.8318410644531251,0.467313232421875,-2.62905908203125,-0.4035871624946594,0.01777327060699463,-0.9147682189941406,0.0008269548416137695
2,1773181742824259121,10.916196693,1.8415207519531251,0.45840185546875,-2.635754150390625,-0.3808426856994629,-0.026196956634521484,-0.9241902232170105,0.012049108743667603
